model_id	variant_tag	time_limit	language	content_mode	group_key	group_value	count	correct	accuracy	latency_avg	latency_p50	latency_p95	latency_p99	prompt_tokens	completion_tokens	total_tokens	score	prompt_cost	completion_cost	total_cost
openai/gpt-5-codex	openai	on	en	image_only	prob_area	수학1	11	11	1.0	113.68625454545455	21.1141	476.04095	715.1058700000002	11073	39083	50156	36.0	0.01384125	0.39083	0.40467125
openai/gpt-5-codex	openai	on	en	image_only	prob_area	수학2	11	11	1.0	83.18708181818182	33.34	315.3598	392.5670800000001	11794	30988	42782	38.0	0.014742499999999999	0.30988	0.3246225
openai/gpt-5-codex	openai	on	en	image_only	prob_area	확률과통계	8	8	1.0	109.53683749999999	38.79265	371.66265999999985	433.86757199999994	7942	25194	33136	26.0	0.0099275	0.25194	0.26186750000000003
openai/gpt-5-codex	openai	on	en	text_fig	prob_area	기하	8	8	1.0	191.5045625	119.37830000000001	635.1582249999997	822.2084449999998	5358	49601	54959	26.0	0.0066975	0.49601	0.5027075
openai/gpt-5-codex	openai	on	en	text_fig	prob_area	미적분	8	8	1.0	219.17885	60.812749999999994	930.4244699999994	1287.9592139999997	4383	72309	76692	26.0	0.005478749999999999	0.72309	0.72856875
openai/gpt-5-codex	openai	on	en	text_fig	prob_area	수학1	11	11	1.0	68.35427272727273	13.2603	292.56705	346.80517000000003	5726	33259	38985	36.0	0.0071575	0.33259000000000005	0.3397475
openai/gpt-5-codex	openai	on	en	text_fig	prob_area	수학2	11	11	1.0	73.3799	26.4629	319.38120000000004	440.0109600000001	4305	39360	43665	38.0	0.00538125	0.3936	0.39898124999999995
openai/gpt-5-codex	openai	on	en	text_fig	prob_area	확률과통계	8	8	1.0	88.7035375	22.62925	310.4379399999999	345.949108	4777	22754	27531	26.0	0.00597125	0.22754	0.23351125
openai/gpt-5-codex	openai	on	ko	text_only	prob_area	기하	8	8	1.0	139.01595	76.26065	449.2051499999998	559.83007	4116	48241	52357	26.0	0.005145	0.48241	0.48755499999999996
openai/gpt-5-codex	openai	on	ko	text_only	prob_area	미적분	8	8	1.0	167.01182500000002	41.1089	693.5225749999996	918.4565149999997	4121	50921	55042	26.0	0.0051512500000000004	0.5092099999999999	0.51436125
openai/gpt-5-codex	openai	on	ko	text_only	prob_area	수학1	11	11	1.0	90.9093	10.101	419.79845	586.1904900000001	5353	35736	41089	36.0	0.00669125	0.35736000000000007	0.36405125
openai/gpt-5-codex	openai	on	ko	text_only	prob_area	수학2	11	11	1.0	49.42613636363637	18.2366	203.15945	207.56485	5194	21579	26773	38.0	0.006492500000000001	0.21579	0.2222825
openai/gpt-5-codex	openai	on	ko	text_only	prob_area	확률과통계	8	8	1.0	112.7235125	19.92905	457.2827499999998	565.74159	4166	30357	34523	26.0	0.005207499999999999	0.30357	0.30877750000000004
openai/gpt-5-codex	openai	on	ko	image_only	prob_area	기하	8	8	1.0	217.0651125	200.8404	491.34795499999996	513.599191	8030	55407	63437	26.0	0.0100375	0.55407	0.5641075
openai/gpt-5-codex	openai	on	ko	image_only	prob_area	미적분	8	8	1.0	200.2367375	80.95555	716.4496599999995	929.1545719999997	7898	47397	55295	26.0	0.0098725	0.47397	0.4838425
openai/gpt-5-codex	openai	on	ko	image_only	prob_area	수학1	11	11	1.0	102.18395454545455	31.6821	407.11465000000004	534.2376500000001	11960	32866	44826	36.0	0.01495	0.32866	0.3436100000000001
openai/gpt-5-codex	openai	on	ko	image_only	prob_area	수학2	11	11	1.0	129.91271818181818	39.1766	580.6668500000001	829.5836900000003	12683	46622	59305	38.0	0.01585375	0.46621999999999997	0.48207374999999997
openai/gpt-5-codex	openai	on	ko	image_only	prob_area	확률과통계	8	8	1.0	96.6302	36.04665	304.7660799999999	360.19913599999995	8590	23127	31717	26.0	0.010737499999999999	0.23127	0.2420075
openai/gpt-5-codex	openai	on	ko	text_fig	prob_area	기하	8	8	1.0	149.88128749999998	70.79305	398.6245849999999	437.39363699999996	6006	43493	49499	26.0	0.0075075	0.4349300000000001	0.4424375000000001
openai/gpt-5-codex	openai	on	ko	text_fig	prob_area	미적분	8	8	1.0	147.9528125	42.16375	582.0969599999996	791.7151519999998	5031	37655	42686	26.0	0.00628875	0.37654999999999994	0.38283875
openai/gpt-5-codex	openai	on	ko	text_fig	prob_area	수학1	11	11	1.0	65.87661818181819	16.4712	265.0341	341.4256200000001	6613	29551	36164	36.0	0.008266250000000001	0.29551000000000005	0.30377624999999997
openai/gpt-5-codex	openai	on	ko	text_fig	prob_area	수학2	11	10	0.9090909090909091	164.8766	22.9567	824.03075	1309.6979100000003	5194	85290	90484	34.0	0.006492500000000001	0.8529	0.8593925
openai/gpt-5-codex	openai	on	ko	text_fig	prob_area	확률과통계	8	8	1.0	75.91244999999999	22.8278	266.2871199999999	306.587184	5426	19797	25223	26.0	0.006782499999999999	0.19796999999999998	0.2047525
openai/gpt-5	openai_reasoning_effort_high_text_verbosity_low	off	en	text_only	prob_area	기하	8	8	1.0	105.5592	100.96940000000001	213.03120999999996	225.80968199999998	2812	61617	64429	26.0	0.0035150000000000003	0.61617	0.619685
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_medium	off	en	text_only	prob_area	기하	8	7	0.875	60.5214	34.6866	167.83715499999997	199.29927099999998	2812	28424	31236	22.0	0.0035150000000000003	0.28424	0.287755
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_low	off	en	text_only	prob_area	기하	8	8	1.0	52.993325	35.985	150.94659999999993	177.85291999999998	2812	19762	22574	26.0	0.0035150000000000003	0.19762000000000002	0.201135
openai/gpt-5	openai_reasoning_effort_medium_text_verbosity_medium	off	en	text_only	prob_area	기하	8	8	1.0	56.215562500000004	43.10595	126.76993499999998	138.211827	2812	31785	34597	26.0	0.0035150000000000003	0.31785	0.321365
openai/gpt-5	openai_reasoning_effort_medium_text_verbosity_high	off	en	text_only	prob_area	기하	8	8	1.0	119.34711250000001	66.9131	320.67914999999994	353.18575000000004	2812	48923	51735	26.0	0.0035150000000000003	0.48923000000000005	0.49274500000000004
openai/gpt-5	openai_reasoning_effort_high_text_verbosity_high	off	en	text_only	prob_area	기하	8	8	1.0	151.3473375	123.59049999999999	349.40244999999993	367.29976999999997	2812	68548	71360	26.0	0.0035150000000000003	0.6854800000000001	0.688995
openai/gpt-5	openai_reasoning_effort_minimal_text_verbosity_medium	off	en	text_only	prob_area	기하	8	6	0.75	25.3329	15.393550000000001	61.62391499999998	68.143183	2812	16181	18993	18.0	0.0035150000000000003	0.16181	0.165325
openai/gpt-5	openai_reasoning_effort_minimal_text_verbosity_high	off	en	text_only	prob_area	기하	8	6	0.75	31.827962499999998	24.6737	85.55698499999997	100.80827699999999	2812	17502	20314	19.0	0.0035150000000000003	0.17502	0.178535
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_high	off	en	text_only	prob_area	기하	8	8	1.0	41.5580875	29.5026	96.76598	97.648876	2812	26874	29686	26.0	0.0035150000000000003	0.26874	0.272255
openai/gpt-5	openai	off	en	text_only	prob_area	기하	8	8	1.0	62.6269625	44.15965	142.29601	142.594882	2812	33238	36050	26.0	0.0035150000000000003	0.33238	0.33589500000000005
openai/gpt-5	openai_reasoning_effort_minimal_text_verbosity_low	off	en	text_only	prob_area	기하	8	5	0.625	41.81005	36.26505	96.656695	99.77877899999999	2812	18733	21545	15.0	0.0035150000000000003	0.18733	0.19084500000000001
openai/gpt-5	openai_reasoning_effort_medium_text_verbosity_low	off	en	text_only	prob_area	기하	8	8	1.0	103.7134375	61.67955	283.86858499999994	315.550277	2812	43360	46172	26.0	0.0035150000000000003	0.43360000000000004	0.43711500000000003
openai/gpt-5	openai_reasoning_effort_high_text_verbosity_medium	off	en	text_only	prob_area	기하	8	8	1.0	146.4686625	105.06944999999999	360.3597499999999	407.81498999999997	2812	60035	62847	26.0	0.0035150000000000003	0.6003499999999999	0.603865
openai/gpt-5	openai_reasoning_effort_high_text_verbosity_low	off	en	text_only	prob_area	미적분	8	8	1.0	101.1074875	42.4826	357.3222549999998	477.9117309999999	2817	55650	58467	26.0	0.00352125	0.5565	0.5600212499999999
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_medium	off	en	text_only	prob_area	미적분	8	7	0.875	54.595012499999996	23.125149999999998	182.2181449999999	228.49410899999995	2817	31882	34699	22.0	0.00352125	0.31882	0.32234125
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_low	off	en	text_only	prob_area	미적분	8	7	0.875	89.2240625	21.0349	296.248965	307.461873	2817	36874	39691	22.0	0.00352125	0.36873999999999996	0.37226125
openai/gpt-5	openai_reasoning_effort_medium_text_verbosity_medium	off	en	text_only	prob_area	미적분	8	7	0.875	106.1323	33.54625	404.48232999999976	507.17630599999984	2817	45380	48197	22.0	0.00352125	0.4538	0.45732125
openai/gpt-5	openai_reasoning_effort_medium_text_verbosity_high	off	en	text_only	prob_area	미적분	8	8	1.0	72.8915	31.134149999999998	219.81335499999994	243.41923099999997	2817	32873	35690	26.0	0.00352125	0.32873	0.33225125
openai/gpt-5	openai_reasoning_effort_high_text_verbosity_high	off	en	text_only	prob_area	미적분	8	8	1.0	119.116075	78.43605	324.7870349999999	380.75172699999996	2817	47065	49882	26.0	0.00352125	0.47065	0.47417124999999993
openai/gpt-5	openai_reasoning_effort_minimal_text_verbosity_medium	off	en	text_only	prob_area	미적분	8	6	0.75	21.8792	10.378250000000001	76.43936499999995	101.64443299999998	2817	13415	16232	18.0	0.00352125	0.13415	0.13767125
openai/gpt-5	openai_reasoning_effort_minimal_text_verbosity_high	off	en	text_only	prob_area	미적분	8	7	0.875	19.146975	8.60585	53.66399999999998	64.276	2817	11387	14204	22.0	0.00352125	0.11387	0.11739125
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_high	off	en	text_only	prob_area	미적분	8	8	1.0	53.4048875	18.9794	172.50955499999995	201.532871	2817	28800	31617	26.0	0.00352125	0.28800000000000003	0.29152125
openai/gpt-5	openai	off	en	text_only	prob_area	미적분	8	7	0.875	57.4584375	29.32855	179.9310849999999	233.44885699999995	2817	27367	30184	22.0	0.00352125	0.27366999999999997	0.27719125
openai/gpt-5	openai_reasoning_effort_minimal_text_verbosity_low	off	en	text_only	prob_area	미적분	8	7	0.875	32.4302	10.860850000000001	117.30459499999994	154.49315899999996	2817	14948	17765	22.0	0.00352125	0.14948	0.15300125
openai/gpt-5	openai_reasoning_effort_medium_text_verbosity_low	off	en	text_only	prob_area	미적분	8	8	1.0	120.296825	52.4602	454.1727149999997	608.5146229999998	2817	43834	46651	26.0	0.00352125	0.43834	0.44186125
openai/gpt-5	openai_reasoning_effort_high_text_verbosity_medium	off	en	text_only	prob_area	미적분	8	7	0.875	138.65905	43.731899999999996	509.00638499999974	632.1271169999998	2817	85813	88630	22.0	0.00352125	0.85813	0.8616512499999999
openai/gpt-5	openai_reasoning_effort_high_text_verbosity_low	off	en	text_only	prob_area	수학1	11	11	1.0	61.0861	22.5876	218.70955	269.54335000000003	3600	48183	51783	36.0	0.0045	0.48183	0.48633
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_medium	off	en	text_only	prob_area	수학1	11	11	1.0	25.564127272727273	10.1105	89.48795000000001	105.46687000000001	3600	19801	23401	36.0	0.0045	0.19801000000000002	0.20251000000000002
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_low	off	en	text_only	prob_area	수학1	11	11	1.0	31.225636363636365	11.6951	105.03835	150.56503000000004	3600	18239	21839	36.0	0.0045	0.18239	0.18688999999999997
openai/gpt-5	openai_reasoning_effort_medium_text_verbosity_medium	off	en	text_only	prob_area	수학1	11	11	1.0	30.272309090909093	16.7707	90.73835	108.22959000000003	3600	24932	28532	36.0	0.0045	0.24931999999999999	0.25382
openai/gpt-5	openai_reasoning_effort_medium_text_verbosity_high	off	en	text_only	prob_area	수학1	11	11	1.0	31.45910909090909	15.7931	91.40325	104.30513000000002	3600	24293	27893	36.0	0.0045	0.24292999999999998	0.24742999999999998
openai/gpt-5	openai_reasoning_effort_high_text_verbosity_high	off	en	text_only	prob_area	수학1	11	11	1.0	56.517545454545456	22.251	195.7114	203.43851999999998	3600	37343	40943	36.0	0.0045	0.37343000000000004	0.37793000000000004
openai/gpt-5	openai_reasoning_effort_minimal_text_verbosity_medium	off	en	text_only	prob_area	수학1	11	10	0.9090909090909091	12.352381818181819	5.0537	43.48895	44.267390000000006	3600	10577	14177	32.0	0.0045	0.10577	0.11027
openai/gpt-5	openai_reasoning_effort_minimal_text_verbosity_high	off	en	text_only	prob_area	수학1	11	11	1.0	12.903418181818182	7.5122	36.302	46.689760000000014	3600	8456	12056	36.0	0.0045	0.08456	0.08906
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_high	off	en	text_only	prob_area	수학1	11	11	1.0	21.1664	10.7614	64.9019	79.12222000000001	3600	15385	18985	36.0	0.0045	0.15385	0.15835000000000002
openai/gpt-5	openai	off	en	text_only	prob_area	수학1	11	11	1.0	34.35763636363637	14.8666	111.3738	130.67132000000004	3600	26588	30188	36.0	0.0045	0.26588	0.27038
openai/gpt-5	openai_reasoning_effort_minimal_text_verbosity_low	off	en	text_only	prob_area	수학1	11	11	1.0	10.960581818181819	4.387	35.353	42.103480000000005	3600	9689	13289	36.0	0.0045	0.09688999999999999	0.10139
openai/gpt-5	openai_reasoning_effort_medium_text_verbosity_low	off	en	text_only	prob_area	수학1	11	11	1.0	41.009454545454545	13.633	139.6214	146.79500000000002	3600	24526	28126	36.0	0.0045	0.24526000000000003	0.24975999999999998
openai/gpt-5	openai_reasoning_effort_high_text_verbosity_medium	off	en	text_only	prob_area	수학1	11	11	1.0	62.062354545454546	27.312	209.09605	210.85897	3600	46222	49822	36.0	0.0045	0.46222	0.46672
openai/gpt-5	openai_reasoning_effort_high_text_verbosity_low	off	en	text_only	prob_area	수학2	11	10	0.9090909090909091	73.28611818181818	35.0472	283.68985	417.7945300000001	3421	61495	64916	34.0	0.00427625	0.6149500000000001	0.61922625
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_medium	off	en	text_only	prob_area	수학2	11	10	0.9090909090909091	28.147527272727274	16.1752	99.03635	114.99623000000001	3421	20243	23664	34.0	0.00427625	0.20243	0.20670625
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_low	off	en	text_only	prob_area	수학2	11	11	1.0	32.47310909090909	17.9228	103.414	124.61176000000003	3421	17278	20699	38.0	0.00427625	0.17278	0.17705625
openai/gpt-5	openai_reasoning_effort_medium_text_verbosity_medium	off	en	text_only	prob_area	수학2	11	10	0.9090909090909091	56.66287272727273	23.8381	221.14409999999998	319.88722000000007	3421	39071	42492	34.0	0.00427625	0.39071	0.39498625
openai/gpt-5	openai_reasoning_effort_medium_text_verbosity_high	off	en	text_only	prob_area	수학2	11	11	1.0	34.579772727272726	17.4391	116.5949	146.46346000000003	3421	30622	34043	38.0	0.00427625	0.30621999999999994	0.31049625000000003
openai/gpt-5	openai_reasoning_effort_high_text_verbosity_high	off	en	text_only	prob_area	수학2	11	10	0.9090909090909091	145.95986363636365	30.2454	690.9358000000001	1117.6890000000003	3421	88701	92122	34.0	0.00427625	0.8870100000000001	0.8912862500000001
openai/gpt-5	openai_reasoning_effort_minimal_text_verbosity_medium	off	en	text_only	prob_area	수학2	11	10	0.9090909090909091	14.868436363636365	7.9289	41.65260000000001	45.44036000000001	3421	9948	13369	34.0	0.00427625	0.09948	0.10375625
openai/gpt-5	openai_reasoning_effort_minimal_text_verbosity_high	off	en	text_only	prob_area	수학2	11	10	0.9090909090909091	15.238545454545454	8.3171	45.40235	51.69655	3421	9723	13144	34.0	0.00427625	0.09723	0.10150624999999999
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_high	off	en	text_only	prob_area	수학2	11	10	0.9090909090909091	25.88177272727273	16.9706	76.388	93.59472000000002	3421	18950	22371	34.0	0.00427625	0.1895	0.19377624999999998
openai/gpt-5	openai	off	en	text_only	prob_area	수학2	11	10	0.9090909090909091	48.740190909090906	18.1426	192.22785	261.82949	3421	37316	40737	34.0	0.00427625	0.37316000000000005	0.37743625000000003
openai/gpt-5	openai_reasoning_effort_minimal_text_verbosity_low	off	en	text_only	prob_area	수학2	11	10	0.9090909090909091	10.530627272727273	7.2157	29.4543	30.203500000000002	3421	8873	12294	34.0	0.00427625	0.08873	0.09300624999999998
openai/gpt-5	openai_reasoning_effort_medium_text_verbosity_low	off	en	text_only	prob_area	수학2	11	10	0.9090909090909091	58.55547272727273	23.8504	231.11685	335.6275300000001	3421	36484	39905	34.0	0.00427625	0.36484	0.36911625000000003
openai/gpt-5	openai_reasoning_effort_high_text_verbosity_medium	off	en	text_only	prob_area	수학2	11	11	1.0	63.097545454545454	35.0	207.0093	234.12570000000002	3421	43555	46976	38.0	0.00427625	0.43555	0.43982625000000003
openai/gpt-5	openai_reasoning_effort_high_text_verbosity_low	off	en	text_only	prob_area	확률과통계	8	8	1.0	51.7863	36.93385	117.21614999999998	125.53466999999999	2862	25710	28572	26.0	0.0035775	0.2571	0.2606775
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_medium	off	en	text_only	prob_area	확률과통계	8	8	1.0	22.9672625	15.37305	53.918495	54.534578999999994	2862	12934	15796	26.0	0.0035775	0.12934	0.13291750000000002
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_low	off	en	text_only	prob_area	확률과통계	8	8	1.0	32.6095125	20.53875	81.54875	84.92582999999999	2862	11476	14338	26.0	0.0035775	0.11476	0.11833749999999998
openai/gpt-5	openai_reasoning_effort_medium_text_verbosity_medium	off	en	text_only	prob_area	확률과통계	8	8	1.0	32.5660875	20.21575	77.94711999999998	86.78134399999999	2862	17009	19871	26.0	0.0035775	0.17009	0.1736675
openai/gpt-5	openai_reasoning_effort_medium_text_verbosity_high	off	en	text_only	prob_area	확률과통계	8	8	1.0	28.9913375	19.05575	68.92655499999998	77.009231	2862	16437	19299	26.0	0.0035775	0.16437000000000002	0.1679475
openai/gpt-5	openai_reasoning_effort_high_text_verbosity_high	off	en	text_only	prob_area	확률과통계	8	8	1.0	78.7451875	45.490750000000006	202.25384	212.087888	2862	29974	32836	26.0	0.0035775	0.29974	0.3033175
openai/gpt-5	openai_reasoning_effort_minimal_text_verbosity_medium	off	en	text_only	prob_area	확률과통계	8	7	0.875	47.8022875	8.6166	216.21750499999985	301.44606099999993	2862	5411	8273	22.0	0.0035775	0.054110000000000005	0.0576875
openai/gpt-5	openai_reasoning_effort_minimal_text_verbosity_high	off	en	text_only	prob_area	확률과통계	8	6	0.75	12.625275	8.5161	32.56987999999999	35.544376	2862	6709	9571	18.0	0.0035775	0.06709000000000001	0.0706675
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_high	off	en	text_only	prob_area	확률과통계	8	8	1.0	24.1441625	12.85535	65.01943999999999	72.98588799999999	2862	11193	14055	26.0	0.0035775	0.11193	0.11550749999999999
openai/gpt-5	openai	off	en	text_only	prob_area	확률과통계	8	8	1.0	32.437525	20.567149999999998	79.02916499999999	81.971993	2862	17332	20194	26.0	0.0035775	0.17332	0.17689749999999999
openai/gpt-5	openai_reasoning_effort_minimal_text_verbosity_low	off	en	text_only	prob_area	확률과통계	8	8	1.0	12.401275	8.24565	31.94377999999999	36.53611599999999	2862	6350	9212	26.0	0.0035775	0.0635	0.0670775
openai/gpt-5	openai_reasoning_effort_medium_text_verbosity_low	off	en	text_only	prob_area	확률과통계	8	8	1.0	43.1628	24.047800000000002	108.56318499999999	113.697517	2862	16745	19607	26.0	0.0035775	0.16745	0.1710275
openai/gpt-5	openai_reasoning_effort_high_text_verbosity_medium	off	en	text_only	prob_area	확률과통계	8	8	1.0	57.283525	32.031400000000005	150.81029999999996	168.11597999999998	2862	29760	32622	26.0	0.0035775	0.2976	0.3011775
openai/gpt-5	openai_reasoning_effort_low_text_verbosity_high	off	en	image_only	prob_area	기하	8	7	0.875	142.674625	102.15465	337.001805	351.645161	15269	23487	38756	22.0	0.019086250000000003	0.23487	0.25395625
